month,region,item,total_issued
2023 Jan,Dire Dawa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),50
2023 Feb,Dire Dawa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),0
2023 Mar,Dire Dawa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),155
2023 Apr,Dire Dawa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),0
2023 May,Dire Dawa,IUCD (Intrauterine Contraceptive Device) -  - Long acting (CU380 A),210
2017 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,95
2017 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,90
2017 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,46
2017 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2018 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,186
2018 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2018 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,240
2018 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,117
2018 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,11
2018 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1288
2018 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,20
2018 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,125
2018 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,8
2018 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,311
2018 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,100
2018 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,379
2019 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,30
2019 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,50
2019 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,342
2019 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,20
2019 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,260
2019 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2019 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,176
2020 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,250
2020 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,80
2020 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,308
2020 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,170
2020 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,558
2020 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2020 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,636
2021 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2021 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,170
2021 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,118
2021 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,164
2021 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,510
2021 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,214
2022 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2022 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,30
2022 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,120
2022 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2022 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,10
2022 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,1673
2022 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2022 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,683
2022 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,54
2022 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,237
2022 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,108
2022 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2023 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,130
2023 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,0
2023 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,164
2023 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,84
2023 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.03mg - Tablet,54
2017 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,239
2017 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,34
2017 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2017 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,192
2018 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,48
2018 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,128
2018 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,20
2018 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,113
2018 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,61
2018 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,228
2018 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2018 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,20
2019 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,170
2019 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,169
2019 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2019 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,10
2019 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,18
2019 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,2
2020 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,96
2020 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,32
2020 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,171
2020 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,84
2020 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,55
2020 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,56
2020 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,29
2020 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2020 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,83
2020 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,8
2020 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,50
2021 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,19
2021 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,119
2021 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2021 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,125
2021 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2021 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,48
2021 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2021 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,95
2021 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,32
2021 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,79
2021 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,88
2021 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,90
2022 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2022 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,56
2022 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,80
2022 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2022 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,139
2022 Jun,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2022 Jul,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2022 Aug,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2022 Sep,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,10
2022 Oct,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,200
2022 Nov,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,15
2022 Dec,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,20
2023 Jan,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,302
2023 Feb,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2023 Mar,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,25
2023 Apr,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,0
2023 May,Dire Dawa,Levonorgestrel (D-Norgestrel) - 0.75mg - Tablet,40
2017 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,32
2017 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,8
2017 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,10
2017 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2018 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Jun,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2018 Jul,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Aug,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2018 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2018 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2018 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Jun,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Jul,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Aug,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2019 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2019 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2020 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2020 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2020 Jun,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Jul,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2020 Aug,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,2
2020 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2020 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2020 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Jun,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Jul,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2021 Aug,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2021 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2021 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,4
2022 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2022 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,5
2022 Jun,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Jul,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Aug,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Sep,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,1
2022 Oct,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Nov,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2022 Dec,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2023 Jan,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2023 Feb,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2023 Mar,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2023 Apr,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,0
2023 May,Dire Dawa,Levonorgestrel - 75mg/capsule pack of 2 capsule,3
2017 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,295
2017 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,435
2017 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,46
2017 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2018 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,382
2018 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2018 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,556
2018 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,612
2018 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,130
2018 Jun,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,3630
2018 Jul,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,50
2018 Aug,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,205
2018 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2018 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1355
2018 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,100
2018 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,400
2019 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2309
2019 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,620
2019 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2019 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,270
2019 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2240
2019 Jun,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2019 Jul,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,80
2019 Aug,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,300
2019 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,766
2019 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2019 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,13
2019 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,40
2020 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,2501
2020 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,30
2020 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,54
2020 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1136
2020 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1136
2020 Jun,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,415
2020 Jul,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,200
2020 Aug,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,406
2020 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2020 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1659
2020 Nov,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,96
2020 Dec,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,486
2021 Jan,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1605
2021 Feb,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,564
2021 Mar,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,0
2021 Apr,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1174
2021 May,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,90
2021 Jun,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1221
2021 Jul,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,30
2021 Aug,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,1050
2021 Sep,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,372
2021 Oct,Dire Dawa,Levonorgestrel(D-Norgestrel) +Ethinylestradiol + Ferrous Fumerate - (0.15mg + 0.03mg +75mg ) - Tablet,753
